Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,Moisture,Crop
37,5,34,25.79490531,93.84150618,5.779032666,45.98,Coconut
19,26,29,26.93141945,98.80313612,5.67154928,22.33,Coconut
133,47,24,24.40228894,79.19732001,7.231324765,30.22,Cotton
136,36,20,23.09595631,84.86275707,6.925412377,28.56,Cotton
104,47,18,23.9656349,76.97696717,7.633437412,55.59,Cotton
133,47,23,24.88738107,75.62137159,6.827354668,58.83,Cotton
126,38,23,25.36243778,83.63276077,6.176716425,45.56,Cotton
126,50,19,24.69457084,81.7358876,6.628722836,29.96,Cotton
113,41,20,25.0017188,80.53965818,7.256877571,47.85,Cotton
121,45,22,22.45942937,81.30681027,6.443785385,33.6,Cotton
121,47,16,23.60564038,79.29573149,7.723240151,40.76,Cotton
129,60,22,24.58453146,79.12404171,5.947448589,57.85,Cotton
107,45,25,23.0865933,83.55546146,7.227745516,40.27,Cotton
122,59,18,23.5000992,83.63488952,6.219469084,28.95,Cotton
140,38,15,24.1472953,75.88298598,6.021439523,26.89,Cotton
102,49,21,24.69315538,84.84422454,6.253343655,70,Cotton
111,40,25,24.484692,84.44932014,6.187455799,54.82,Cotton
131,35,18,24.49112609,82.24415809,7.057693366,30.45,Cotton
135,43,16,23.47986888,81.73049149,6.720449769,31.79,Cotton
100,46,18,24.18586246,76.04203958,6.431689506,63.58,Cotton
123,39,24,25.00755095,78.17952126,7.453106264,58.26,Cotton
117,56,15,25.99237426,77.0543546,7.368258226,25.87,Cotton
121,36,24,23.66457347,81.69105088,7.352401887,61.86,Cotton
101,58,18,25.66891439,81.38103349,6.652143699,27.78,Cotton
107,42,24,22.04612876,84.62978302,6.144631795,54.63,Cotton
100,41,22,22.4204752,84.55794703,7.318802162,50.97,Cotton
125,39,21,25.03149561,82.21276599,7.954629324,41.39,Cotton
105,60,23,23.53371386,77.21705554,6.207652157,66.33,Cotton
102,46,19,22.77076388,82.5993307,6.631005298,63.33,Cotton
131,49,22,25.49848236,79.9751579,7.306918817,63.59,Cotton
139,35,15,25.248679,83.4630147,5.898293044,54.43,Cotton
108,36,19,22.78249615,77.51235009,7.238566893,41.86,Cotton
118,45,23,23.37044424,77.43198948,7.977651226,24.04,Cotton
107,51,22,24.86560781,78.22080815,5.983075895,59.71,Cotton
125,60,17,24.14386157,84.51591287,6.785723961,35.61,Cotton
113,37,20,25.03300222,79.04368718,7.393441155,59.06,Cotton
131,52,16,23.65724079,84.47601498,6.486068274,37.77,Cotton
115,48,16,25.54359718,84.09229796,7.175934962,51.87,Cotton
113,38,25,22.00085141,79.47270984,7.388265888,66.42,Cotton
111,41,18,23.64328417,78.1258666,6.10539819,49.11,Cotton
111,53,19,23.96436009,78.02763149,6.419536555,44.41,Cotton
122,48,16,24.65425757,75.6350708,6.307585854,55.46,Cotton
108,46,17,24.3017998,84.87668973,6.93221485,33.68,Cotton
132,41,22,24.29144926,81.02453404,7.810865753,48.97,Cotton
103,42,17,24.29470232,84.61527627,6.527541661,34.7,Cotton
133,50,25,25.72180042,81.19666206,7.569454601,56.82,Cotton
127,37,18,24.87663664,76.30050373,7.041065585,52.52,Cotton
110,39,25,22.60612115,77.34264002,7.208795456,68.54,Cotton
131,38,19,23.86814008,75.68339729,6.814341946,66.28,Cotton
108,38,24,23.41022496,76.43836957,7.442217061,33.14,Cotton
122,40,17,24.96440768,81.31677618,6.854558957,40.53,Cotton
111,50,15,25.16820129,80.30351815,7.884550475,34,Cotton
140,40,17,22.72767171,77.07598065,6.006085786,65.62,Cotton
100,40,20,22.45145981,76.25674874,7.432043735,29.07,Cotton
123,50,16,23.04920461,75.53835214,6.498052108,34.03,Cotton
107,36,21,25.29250148,75.66653335,6.205263534,56.91,Cotton
118,50,19,22.95604064,82.33733678,6.360812227,40.77,Cotton
103,51,20,22.80213132,84.14668447,7.046607434,58.6,Cotton
133,57,19,23.54234715,75.98203329,7.947011366,60.26,Cotton
129,47,20,24.41212325,80.80343786,6.281913858,34.18,Cotton
116,52,19,22.94276687,75.37170612,6.114525877,50.36,Cotton
114,40,23,25.53676123,81.13668716,6.753978061,27.28,Cotton
131,60,17,25.32023717,81.79475917,7.425041316,45.72,Cotton
107,43,18,22.426733,81.53480799,6.745104394,29.84,Cotton
123,44,21,25.78544484,75.00539324,7.641116569,57.65,Cotton
112,49,25,25.68959532,77.90621048,6.470135478,52.44,Cotton
119,44,15,22.14593688,82.8597549,7.091992365,35.55,Cotton
130,59,19,25.07278712,82.50257909,6.520403794,20,Cotton
127,53,24,22.21506982,76.17851932,6.127939628,44.43,Cotton
134,52,18,23.9643129,76.59175937,7.994679507,30.89,Cotton
109,36,18,25.40059227,76.53237965,7.524707577,64.96,Cotton
100,48,17,23.7805123,83.03878838,7.827877818,50.83,Cotton
132,52,19,24.16402322,76.7433897,6.436691764,49.67,Cotton
102,37,25,25.31468463,77.91757121,5.907930899,34.95,Cotton
111,39,22,22.60361557,80.3509046,6.135025006,35.55,Cotton
117,51,15,22.9535715,78.71555832,6.044556594,50.18,Cotton
136,36,24,22.74446976,80.41198458,7.59781958,70,Cotton
134,56,18,23.80834611,83.91902605,6.691268104,44.43,Cotton
112,54,15,25.46228792,81.56641891,6.175492306,45.51,Cotton
105,56,15,25.96779712,81.97904282,7.272316209,25.28,Cotton
140,45,15,25.5308271,80.04662756,5.801047545,37.82,Cotton
126,46,25,24.43847399,81.69801729,6.757457943,33.43,Cotton
106,49,24,23.03887865,76.47039772,6.983395573,25.81,Cotton
121,53,19,23.51308653,76.72621429,7.976889498,42.16,Cotton
108,60,17,22.75805656,76.75768356,6.558902588,50.88,Cotton
116,56,17,24.71252544,77.7293114,7.979090365,35.61,Cotton
100,52,19,23.45969093,82.44777468,7.903528673,29.66,Cotton
129,43,16,25.5503704,77.85055621,6.73210948,40.48,Cotton
118,44,23,22.08458267,82.82904143,6.691690476,30.54,Cotton
117,43,25,24.68854799,78.51206972,7.839849298,30.15,Cotton
126,37,21,25.84997269,84.16855231,6.61448588,60.76,Cotton
120,48,16,22.46054478,75.40989245,7.456971816,24.82,Cotton
102,45,16,23.65629976,77.52425987,7.2942193,57.06,Cotton
131,56,20,22.00817088,81.83896111,7.762647875,51.85,Cotton
114,40,17,24.32630461,80.13456404,6.363406102,42.43,Cotton
101,37,18,22.92360984,82.68738535,7.63737841,23.7,Cotton
106,46,20,23.43821725,78.63388824,6.200671976,42.34,Cotton
113,38,20,22.10718988,78.58320116,6.364729934,62.16,Cotton
102,53,21,23.03814028,76.11021529,6.913678684,62.54,Cotton
110,39,18,24.54795322,75.39752705,7.766259769,37.7,Cotton
107,58,15,23.73868041,75.77503808,7.55606399,31.57,Cotton
120,60,15,22.31871914,83.86129998,7.288377241,52.48,Cotton
89,47,38,25.52468965,72.24850829,6.002524871,20,Jute
60,37,39,26.59104992,82.94164078,6.033485257,26.54,Jute
63,41,45,25.29781791,86.8870535,7.121933579,50.49,Jute
86,40,39,25.72100868,88.16513579,6.207459637,58.18,Jute
96,41,40,23.58419277,72.00460848,6.090060478,46.38,Jute
100,35,36,25.31042337,72.01364411,6.346715209,34.97,Jute
63,37,43,23.41798979,85.08640476,6.661957897,54.46,Jute
70,43,40,24.35564134,88.80391021,6.176860192,47.69,Jute
67,55,44,26.284017,75.14640198,7.251847296,36.2,Jute
74,40,40,25.13842773,83.12053888,6.386259978,52.81,Jute
89,53,44,24.88692811,71.91711523,7.319735475,46.73,Jute
74,46,45,25.75734909,88.36668522,6.025028997,62.44,Jute
89,41,38,23.12844351,74.68322732,6.344751947,52.98,Jute
60,55,40,24.9949957,88.95692783,7.02777956,62.52,Jute
67,43,38,25.21622704,70.88259632,7.299304715,30.26,Jute
70,38,35,24.39736241,79.26861738,7.014063944,43.64,Jute
74,49,38,23.31410442,71.4509053,7.488014404,33.94,Jute
90,40,39,25.72668885,81.86171563,6.626503893,46.1,Jute
82,35,44,26.96656378,78.21047693,6.239011,44.77,Jute
73,45,37,23.70467146,74.63745355,6.742688094,67.27,Jute
85,53,38,24.90075709,73.84186449,6.588017308,43.04,Jute
81,56,36,23.39605743,72.60512854,7.097586415,48.22,Jute
84,55,38,26.8748389,79.78725152,6.956682743,33.7,Jute
80,45,42,23.1426498,74.99739774,7.380396262,38.9,Jute
76,54,45,24.29496635,77.62976013,6.176618831,41.82,Jute
76,56,39,24.39459498,89.89106506,6.551130445,52.83,Jute
81,40,45,25.7629429,80.76238215,6.427726565,41.61,Jute
76,44,45,25.4879684,84.48235878,6.740947635,25.03,Jute
69,47,40,25.37122686,76.2403666,6.130136384,26.52,Jute
82,40,45,26.21312799,81.70476368,6.667633355,45.06,Jute
69,57,35,24.30748599,78.54340987,6.186814392,47.24,Jute
81,36,38,23.76554749,87.98329901,6.334837865,61.29,Jute
67,60,38,24.79853023,78.53037059,7.16214284,63.48,Jute
72,51,40,23.20683504,74.09956958,7.422318499,52.65,Jute
65,39,45,23.66805429,70.89000744,6.768001309,37.44,Jute
78,50,43,25.12417673,85.72530641,6.348441469,63.53,Jute
77,52,41,23.89069041,83.46409075,6.097294061,37.74,Jute
89,52,42,23.09433785,81.45139295,6.14132902,21.16,Jute
62,49,37,24.21744605,82.85284045,7.479248124,59.62,Jute
90,48,45,24.06475727,71.31342851,6.509174789,52.04,Jute
66,47,36,24.85441411,74.4407048,6.57256106,57.15,Jute
80,52,39,26.41915161,76.85691248,7.165696848,35.14,Jute
89,52,45,24.89326318,77.01222585,7.207457208,43.46,Jute
77,51,44,23.25583402,82.7015932,7.124333547,56.58,Jute
94,37,41,24.7634518,87.06071115,6.463538707,39.34,Jute
75,41,35,24.97042599,78.62697699,6.856833064,34.36,Jute
60,55,36,26.12797248,80.49172597,7.132389299,52.5,Jute
62,56,35,25.97825807,81.65769588,6.235357638,60.86,Jute
84,40,42,26.2830571,73.35763537,6.704273839,62.62,Jute
100,56,40,26.38905406,83.31240346,7.433313409,31.22,Jute
75,56,44,25.2746335,73.7459581,6.109478059,32.53,Jute
78,46,42,23.09499564,78.45959697,7.095413294,52.01,Jute
82,48,36,25.79351957,81.76904006,6.352076783,45.62,Jute
100,58,41,23.17403323,87.88255345,6.658769991,45.54,Jute
88,50,40,25.63215038,79.95150917,7.051822472,49.42,Jute
67,41,40,25.848795,87.81661683,7.333143205,69.41,Jute
72,42,43,26.56767277,80.90424543,6.352771037,25.35,Jute
89,40,43,26.24532085,72.97198375,7.124050134,27.32,Jute
89,57,43,26.91515043,73.19897535,6.998787171,32.88,Jute
61,41,44,24.36972377,82.11319791,6.537914958,43.8,Jute
79,45,43,25.71901283,79.15532398,7.171054239,62.01,Jute
84,40,43,25.01157559,88.3313023,7.228268228,32.65,Jute
98,43,35,25.40785911,76.44048625,7.319952206,35.61,Jute
75,36,44,23.28081,74.27607475,6.613341343,64.27,Jute
89,58,35,23.98651719,82.09053379,6.096838784,43.61,Jute
91,41,37,24.48556447,83.20630007,6.132570523,38.67,Jute
77,48,36,25.86705009,84.09985284,7.36008498,35.57,Jute
66,58,35,23.5643831,79.46283115,7.321619041,43.43,Jute
62,59,41,24.2248758,74.89465426,7.175170657,66.7,Jute
82,35,35,25.49386782,86.97061481,7.299076163,68.29,Jute
61,41,35,24.97178693,79.47557931,6.842966479,23.34,Jute
99,57,38,24.80624984,82.09281674,6.356295568,34.94,Jute
70,42,43,23.16814977,76.66724969,6.508342839,45.4,Jute
90,59,35,24.25133493,89.86454053,7.098227926,41.82,Jute
73,43,42,26.58361011,78.00774772,6.310699968,37.01,Jute
67,46,44,26.82489244,78.20392774,7.093328631,54.2,Jute
84,37,42,25.49674786,81.13449097,6.691074249,24.15,Jute
72,41,36,24.09874353,80.57226761,6.187746776,34.84,Jute
71,56,37,23.18866654,86.20899734,6.491506245,45.53,Jute
64,53,38,26.24347471,78.51063754,6.855362875,45.94,Jute
65,54,39,23.75091572,71.14782585,7.124571593,67.85,Jute
60,58,37,26.13871511,79.1188943,6.067302109,53.2,Jute
86,39,43,26.14576648,71.23690851,6.432051512,35.53,Jute
90,50,44,26.91643698,73.48655995,6.253408852,65.49,Jute
91,38,36,26.5232969,77.17331847,7.287318723,28.66,Jute
87,48,38,23.81579631,80.94023552,7.161865733,43.87,Jute
72,41,36,26.50838667,86.84264005,6.065898283,54.92,Jute
71,54,35,26.63952463,70.95705996,7.311077075,20,Jute
82,46,41,23.3250131,79.79609448,6.581693772,70,Jute
71,52,43,26.47549543,73.96164569,6.732826127,34.56,Jute
80,43,43,23.78756036,74.36794079,6.014572075,54.93,Jute
77,55,43,25.49941707,75.99987588,6.663559451,64.55,Jute
95,57,41,23.24925555,73.65346838,6.434610995,47.25,Jute
63,47,35,26.98582182,89.05587886,7.432768147,33.2,Jute
93,43,38,23.61475336,86.14290267,6.987332927,63.26,Jute
87,44,43,23.87484465,86.79261344,6.718725189,43.05,Jute
88,52,39,23.92887902,88.07112278,6.880204617,38.5,Jute
90,39,37,24.81441246,81.68688879,6.86106911,52.71,Jute
90,39,43,24.44743944,82.286484,6.7693455,39.95,Jute
84,38,43,26.57421679,73.81994896,7.26158085,31.56,Jute
91,21,26,26.33377983,57.36469955,7.261313694,53.28,Coffee
107,21,26,26.45288458,55.32222678,7.235070264,70,Coffee
83,38,35,25.70822684,52.88667115,7.18915558,27.89,Coffee
108,24,31,24.12832546,56.18107663,6.431899748,54.07,Coffee
116,28,34,23.44372334,60.39523266,6.42321105,54.47,Coffee
116,23,25,23.4123707,52.26994674,6.869720196,36.81,Coffee
109,31,27,23.05951896,50.40609436,6.973839707,42.48,Coffee
89,25,34,23.07895447,63.65861483,7.184801627,61.79,Coffee
118,18,32,27.6496114,51.11044023,6.351823783,36.04,Coffee
111,32,34,25.46743689,69.35161206,6.392048018,42.43,Coffee
84,36,28,26.7350622,55.55164819,6.119892347,65.31,Coffee
85,33,25,26.20811417,52.50987966,6.910823945,20.37,Coffee
99,15,27,27.0424167,57.27927475,6.501157208,49.51,Coffee
81,30,31,24.65090184,51.93952357,7.027585559,37.08,Coffee
95,39,29,27.35152643,55.99375012,7.13411409,54.33,Coffee
81,34,30,25.17787724,62.26244581,6.647765997,47.75,Coffee
80,15,28,23.11438731,68.00096043,6.703270635,31.63,Coffee
104,20,26,27.22783677,52.95261751,7.493191968,34.24,Coffee
109,29,28,23.26316991,60.5160021,6.724688503,21.71,Coffee
100,32,26,25.234661,57.53161469,6.043485685,48.68,Coffee
100,24,28,25.59535262,57.72920846,7.101661011,62.9,Coffee
83,21,28,25.5674832,60.49244602,7.466900683,20.54,Coffee
120,23,28,25.67324193,51.29043632,6.877799264,68.23,Coffee
104,26,30,24.40726724,62.65692638,6.410992833,55.03,Coffee
108,33,31,23.69287069,66.76090123,7.393825704,43.87,Coffee
91,25,26,24.53460016,66.99765375,7.482414225,41.62,Coffee
86,26,27,27.13140403,52.89368299,6.081172981,65.81,Coffee
98,18,27,27.56088634,68.49299897,6.516312148,61.45,Coffee
111,27,31,23.59302313,55.27564977,6.043330951,24.56,Coffee
84,39,35,23.17714381,52.13864034,6.959404135,40.78,Coffee
98,27,27,24.71384065,51.29142534,7.238109556,26.28,Coffee
118,21,34,24.38534644,64.72543073,7.234258375,58.94,Coffee
103,27,31,27.15998538,51.59100753,6.691541233,70,Coffee
82,24,33,26.53543168,67.09608099,6.809593554,25.76,Coffee
86,31,35,27.01207284,60.76645256,6.485761419,44.78,Coffee
88,35,35,27.55906475,58.45742907,6.784460602,40.43,Coffee
84,27,29,23.32293161,53.00366334,7.167092586,37.55,Coffee
120,40,33,24.23850608,54.30329632,6.73410539,37.47,Coffee
106,40,30,23.42611644,64.10651528,6.779984384,39.94,Coffee
113,21,33,26.02241444,55.83288958,7.277422738,44.43,Coffee
117,34,25,24.83846178,56.7685316,7.21270048,39.97,Coffee
80,30,25,26.24092174,65.64381357,7.487266991,41.85,Coffee
88,21,27,24.43011925,66.02411187,7.231166546,70,Coffee
113,33,34,26.00373964,62.1445102,6.559817161,63.01,Coffee
87,23,28,26.22367404,62.26594559,6.979590627,32.3,Coffee
113,15,29,27.09617155,63.55324262,6.779230041,68.38,Coffee
98,29,30,25.64004392,61.03273481,6.217974349,30.14,Coffee
97,29,27,27.74576987,54.36976075,7.205078785,38.46,Coffee
85,35,32,26.24928198,54.28617819,6.854011265,24.11,Coffee
82,29,35,26.67377159,52.24226285,6.246872394,39.82,Coffee
103,33,25,27.10210397,55.7497332,6.911066044,49.7,Coffee
112,17,28,27.62975458,61.26002598,6.777417989,46.45,Coffee
99,19,33,27.5364547,55.51673151,6.273741983,48.67,Coffee
120,20,34,23.56960509,50.56339727,6.906124587,48.12,Coffee
114,27,28,24.99451759,57.93250202,7.162802357,32.23,Coffee
100,40,35,27.56441788,54.41094079,6.955787351,61.88,Coffee
108,35,25,23.98143338,61.10935084,6.971963169,27.65,Coffee
115,31,30,24.22984659,67.37768353,6.840927967,62.82,Coffee
87,28,30,25.60153969,68.66257977,6.536676653,36.61,Coffee
82,24,26,24.31274458,53.57285558,6.089443603,53.88,Coffee
94,26,27,26.36629861,52.25738495,7.456460375,48.03,Coffee
87,28,35,26.5602777,57.1621814,6.759211911,52.01,Coffee
118,40,35,26.35034208,58.50650238,7.460174812,63.28,Coffee
87,38,29,25.20406808,57.88370456,6.652642579,63.14,Coffee
92,40,30,23.35723208,55.18792166,6.026287448,32.13,Coffee
97,22,26,23.60567546,59.68849145,6.074190142,42.31,Coffee
99,40,32,24.18471151,69.94807345,7.045543056,40.94,Coffee
89,28,33,26.44414097,53.83876189,6.993236001,34.93,Coffee
112,39,29,26.12492233,63.37479229,6.726528895,46.13,Coffee
111,28,26,27.77363343,64.47858698,6.937352845,26.19,Coffee
114,20,26,25.55656667,62.67087838,7.27905689,21.7,Coffee
117,26,30,27.92374437,67.96910852,7.079850922,27.05,Coffee
111,29,31,26.05968403,52.31098539,6.136286518,31.14,Coffee
119,30,28,26.35770906,64.57578034,6.505203696,37.06,Coffee
116,40,33,24.91370487,54.15319242,7.042089492,64.49,Coffee
95,37,35,27.31317116,68.4233391,6.348337519,25.75,Coffee
86,40,33,26.1387869,52.26311691,7.432322234,40.03,Coffee
117,37,32,23.1069385,67.06230539,6.787658922,26.83,Coffee
105,18,35,23.52648086,68.44030686,6.743417121,47.18,Coffee
109,23,25,25.11711046,68.48030408,7.00733163,31.6,Coffee
80,18,31,24.02952505,58.84880599,7.303033217,28.8,Coffee
101,31,26,26.70897548,69.71184111,6.861235184,50.69,Coffee
103,33,33,26.71717393,50.50148528,7.131435858,24.98,Coffee
93,26,27,24.59245684,56.46829641,7.288211994,64.77,Coffee
104,35,28,27.51006055,50.66687215,6.983732393,32.7,Coffee
116,36,25,27.57847581,58.52534263,6.172090205,39.79,Coffee
107,38,29,26.65069302,57.56695719,6.35118177,44.77,Coffee
101,33,33,26.97251562,62.0183627,6.908671379,56.74,Coffee
107,31,31,23.17124551,52.97841162,6.766184468,55.35,Coffee
99,16,30,23.52652084,65.44340921,6.392791654,56.48,Coffee
103,40,30,27.30901814,55.196224,6.348316257,68.8,Coffee
118,31,34,27.54823036,62.88179198,6.123796057,61.19,Coffee
106,21,35,25.627355,57.04151119,7.428523634,44.84,Coffee
116,38,34,23.29250318,50.04557009,6.020947179,69.07,Coffee
97,35,26,24.91461008,53.74144743,6.334610249,24.2,Coffee
107,34,32,26.77463708,66.4132686,6.78006386,70,Coffee
99,15,27,27.41711238,56.63636248,6.086922359,37.58,Coffee
118,33,30,24.13179691,67.22512329,6.362607851,51.04,Coffee
117,32,34,26.2724184,52.12739421,6.758792552,33.59,Coffee
104,18,30,23.60301571,60.39647474,6.779832611,38.4,Coffee
118.72,25,185.82,26,52,7.03,28.01,Carrot
131.09,24.62,181.71,29,52,2.57,52.5,Carrot
104.32,18.37,202.39,34,65,3.39,36.56,Carrot
111.21,21.09,202.71,32,62,2.73,70,Carrot
90.9,23.76,195.39,28,54,1.52,29.16,Carrot
90.67,17.45,194.82,26,52,4.75,41,Carrot
103.31,18.89,208.65,25,50,4.77,50.94,Carrot
86.47,16.79,174.44,33,64,5.64,44.02,Carrot
93.5,21.88,187.76,30,60,0.94,27.88,Carrot
89.41,22.53,175.12,29,58,5.07,46.8,Carrot
119.19,22.88,178.66,27,54,0.2,43.37,Carrot
78.38,24.08,173.53,31,62,6.16,36.06,Carrot
125.05,18.1,174.92,25,50,2.08,43.42,Carrot
96.44,15.22,198.57,32,62,3.44,34.79,Carrot
132.9,24.38,206.09,26,52,6.49,27.49,Carrot
93.71,15.82,205.29,31,62,0.74,40.74,Carrot
82.54,15.87,174.59,33,64,0.79,43.03,Carrot
84.86,16.88,173.67,25,50,3.01,47.86,Carrot
84.61,17.8,195.86,28,54,0.11,45.92,Carrot
91.45,15.34,188.61,29,58,3.99,44.67,Carrot
88.28,24.98,177.88,30,60,5.91,55.08,Carrot
114.99,15.2,174.47,34,65,4.89,51.42,Carrot
88.17,22.14,196.88,35,68,7.18,52.64,Carrot
119.88,24.08,181.81,28,54,6.23,37.45,Carrot
91.85,21.18,171.41,33,64,3.96,33.07,Carrot
116.58,24.92,183.73,26,52,6.85,41.52,Carrot
90.03,16.59,198.27,30,60,3.71,32.49,Carrot
125.34,15.62,180.56,32,62,1.41,48.22,Carrot
103.11,23.71,177.11,37,70,5.19,49.42,Carrot
131.26,19.65,191.94,26,52,3.12,34.24,Carrot
119.54,24.89,172.01,29,58,1.98,54.29,Carrot
127.05,21.95,189.12,30,60,5.5,21.91,Carrot
132.12,24,205.28,34,65,7.21,31.47,Carrot
92.68,16.6,182.79,36,68,2.03,29.09,Carrot
124.67,19.88,173.89,26,52,6.96,55.77,Carrot
84.04,23.34,183.79,28,54,3.92,51.86,Carrot
87.3,22.03,182.01,30,60,4.81,50.84,Carrot
103.47,17.97,179.51,37,70,3.79,35.68,Carrot
123.84,22.55,192.84,25,50,2.61,36.01,Carrot
130.38,23.71,181.54,29,58,5.21,26.6,Carrot
110.11,23.18,191.49,27,54,5.42,49.6,Carrot
124.65,16.5,177.8,30,60,4.02,20,Carrot
112.95,19.57,191.57,32,62,5.36,31.17,Carrot
105.12,22.54,202.26,34,65,5.08,40.88,Carrot
120.88,22.55,203.09,35,67,5.87,43.39,Carrot
110.43,16.95,194.76,38,70,1.93,41.6,Carrot
99.6,21.88,201.93,26,52,0.27,41.29,Carrot
112.56,20.74,171.5,29,58,1.76,62.11,Carrot
90.35,24.81,209.34,30,60,3.54,31.38,Carrot
121.07,24.33,177.2,33,64,2.37,32.61,Carrot
83.84,19.15,178.73,34,65,3.11,61.25,Carrot
112.52,23.43,173.61,36,68,2.73,31.19,Carrot
113.64,19,176.75,28,54,1.68,41.37,Carrot
93.83,18.9,198.51,30,60,5.68,20.86,Carrot
90.73,16.13,193.41,31,62,3.81,41.79,Carrot
114.92,22.23,174.42,27,53,1.72,60.62,Carrot
124.8,18.26,173.51,34,65,0.73,32.76,Carrot
98.11,20.07,177.07,29,58,0.09,38.27,Carrot
105.44,23.55,186.8,25,50,1.35,42.41,Carrot
98.22,22.68,183,32,62,7.13,65.95,Carrot
105.64,23.55,177.5,28,54,4.34,30.85,Carrot
121.16,24.16,194.98,30,60,5.59,54.5,Carrot
93.51,20.46,192.26,34,65,3.17,41.46,Carrot
79.74,20.64,177.33,28,54,0.45,66.97,Carrot
94.57,22.46,183.86,27,53,1.47,57.26,Carrot
89.91,24.31,190.11,36,68,1.79,61.13,Carrot
94.24,15.69,195.56,34,65,1.13,52.22,Carrot
82.8,16.21,179.35,29,58,2.89,44.13,Carrot
102.18,21.44,194,25,50,6.24,49.11,Carrot
127.06,17.11,171.5,30,60,6.16,36.07,Carrot
85.82,17.26,175.03,26,52,4.46,60.46,Carrot
127.9,23.74,207.16,31,62,1.9,37.99,Carrot
127.74,21.59,196.56,34,65,7.23,58.82,Carrot
127.62,21.11,195.78,27,53,1.87,47.35,Carrot
99.85,16.37,177.1,33,64,3.95,21.16,Carrot
133.56,20.68,185.48,29,58,5.52,64.07,Carrot
121.25,18.45,197.46,30,60,6.08,41.79,Carrot
120.48,16.7,200.34,27,53,7.15,43.02,Carrot
77.29,20.64,197.31,26,52,4.63,33.52,Carrot
81.49,24.28,185.95,34,65,3.55,48.62,Carrot
100.94,20.14,200.39,28,54,5.48,44.64,Carrot
96.58,22.33,198.42,30,60,7.17,45.95,Carrot
115.19,24.64,177.84,29,58,7.39,27.1,Carrot
119.69,24.75,177.33,26,52,3.38,38.28,Carrot
111.87,18.64,199.91,31,62,1.4,32.65,Carrot
88.86,24.6,198.95,35,67,2.68,32.25,Carrot
123.23,16.52,203.77,29,58,1.31,66.13,Carrot
87.74,22.19,179.51,27,53,6.08,41.35,Carrot
43.95,1.81,108.89,36,68,7.92,55.29,Coconut
45.45,3.16,101.9,29,58,7.85,59.35,Coconut
27.03,6.3,100.73,30,60,7.88,27.73,Coconut
26.57,4.83,102.7,34,65,7.82,33.2,Coconut
26.69,6.82,103.57,36,68,7.85,30.24,Coconut
42.56,2.72,100.53,28,54,7.83,58.77,Coconut
44.36,2.21,101.78,25,50,7.92,53.07,Coconut
26.18,4.12,102.44,30,60,7.84,41.76,Coconut
45.56,5.44,104.31,38,72,7.88,52.53,Coconut
39.76,5.67,109.77,36,60,7.82,34.92,Coconut
45.72,2.64,102.9,29,58,7.89,42.73,Coconut
46.33,4.34,106.28,27.58,59.21,7.97,27.4,Coconut
46.13,5.94,105.86,27.45,66.38,7.97,30.61,Coconut
47.93,6.55,105.08,27.25,63.62,7.96,46.5,Coconut
46.26,2.92,109.66,28.84,58.91,7.82,24.11,Coconut
29.46,2.09,102.75,25.86,48.46,7.82,26.54,Coconut
32.58,5.22,100.05,25.59,63.6,7.81,57.99,Coconut
48.81,2.2,106.64,29.17,68.19,7.98,20.71,Coconut
46.98,2.26,105.51,36.05,73.59,7.89,25.82,Coconut
32.24,5.55,104.21,26.76,64.22,7.85,40.83,Coconut
32.29,5.7,108.46,27.66,53.58,7.86,65.34,Coconut
49.72,2.83,104.97,28.27,52.88,7.9,56.5,Coconut
33.73,3.36,105.81,38.39,69.51,7.82,61.53,Coconut
36.4,6.32,107.81,28.74,56.8,7.87,65.28,Coconut
28.65,5.22,103.53,30.63,63.88,7.88,38.39,Coconut
43.39,5.49,100.52,26.02,52.46,7.91,21.85,Coconut
25.31,0.98,108.05,34.71,64.94,7.89,28.98,Coconut
34.18,4.48,106.31,23.71,51.25,7.85,23.95,Coconut
45.62,6.42,101.34,30.63,61.45,7.83,28.77,Coconut
34.86,1.72,100.49,23.63,52.62,7.92,70,Coconut
46.75,2.44,108.91,27.65,58.09,7.91,41.53,Coconut
48.75,6.28,100.11,31.19,60.94,7.9,43.81,Coconut
32.19,0.63,100.58,37.12,72.87,7.93,61.08,Coconut
34,3.61,102.91,33.52,60.46,7.88,47.28,Coconut
32.36,6.6,106.42,29.44,59.34,7.81,34.26,Coconut
29.55,5.36,103.24,33.24,69.48,7.93,24.13,Coconut
44.71,0.99,107.65,20.85,53.18,7.87,49.48,Coconut
47.53,4.32,106.07,38.42,73.97,7.9,30.56,Coconut
48.72,3.85,107.73,29.04,71.09,7.97,30.93,Coconut
36.16,5.03,102.68,23.59,55.82,7.89,56.61,Coconut
30.31,6.9,107.99,38.56,73.46,7.88,47.76,Coconut
39.85,3.18,103.84,30.87,63.94,7.97,51.08,Coconut
48.68,1.39,103.89,25.83,51.1,7.9,40.95,Coconut
48.27,4.82,102.63,34.51,63.92,7.94,36.13,Coconut
37.32,3.02,103.63,31.92,62.59,7.95,33.86,Coconut
43.99,4.34,107.17,28.43,58.72,7.86,23.1,Coconut
27.91,4.94,109.45,27.53,55.04,7.97,58.73,Coconut
40.06,6.6,102.15,24.53,67.4,7.99,30.24,Coconut
47.09,2.04,103.64,30.82,51.91,7.88,28.45,Coconut
